case_id,category,difficulty,failure_class,failure_class_cn,repair_attempted,repair_rescued,rolled_back_to_best,returned_best,initial_pass,initial_fail,initial_total,best_pass,best_fail,best_total,best_pass_ratio,timed_out,remediation_bucket,rescue_potential,failure_reason,next_action,primary_log,all_logs,error_msg
cvdp_copilot_reed_solomon_encoder_and_decoder_0005,cid002,easy,functional,功能语义失败,True,False,True,True,0,10,10,0,10,10,0.00,False,agentic_or_passk,较难,assert '0x9a' == '0x1d',按近似程度分层：near-miss 用 focused harness + targeted invariant repair；zero-pass/大范围失败优先 agentic debug 或 pass@k；最后再判 finetune。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_reed_solomon_encoder_and_decoder/reports/5.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_reed_solomon_encoder_and_decoder/reports/5.txt,
cvdp_copilot_register_file_2R1W_0006,cid004,medium,functional,功能语义失败,True,False,True,True,0,1,1,0,1,1,0.00,False,agentic_or_passk,较难,assert 1 == 0,按近似程度分层：near-miss 用 focused harness + targeted invariant repair；zero-pass/大范围失败优先 agentic debug 或 pass@k；最后再判 finetune。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_register_file_2R1W/reports/6.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_register_file_2R1W/reports/6.txt,
cvdp_copilot_scrambler_0001,cid016,easy,functional,功能语义失败,True,False,True,True,0,2,2,0,2,2,0.00,False,agentic_or_passk,较难,assert 49577 == 49578,按近似程度分层：near-miss 用 focused harness + targeted invariant repair；zero-pass/大范围失败优先 agentic debug 或 pass@k；最后再判 finetune。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_scrambler/reports/1.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_scrambler/reports/1.txt,
cvdp_copilot_scrambler_0009,cid016,medium,functional,功能语义失败,True,False,True,True,0,36,36,0,36,36,0.00,False,agentic_or_passk,较难,assert 0 == 66,按近似程度分层：near-miss 用 focused harness + targeted invariant repair；zero-pass/大范围失败优先 agentic debug 或 pass@k；最后再判 finetune。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_scrambler/reports/9.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_scrambler/reports/9.txt,
cvdp_copilot_sdram_controller_0001,cid002,medium,functional,功能语义失败,True,False,True,True,0,1,1,0,1,1,0.00,False,agentic_or_passk,较难,assert Logic('0') == 1,按近似程度分层：near-miss 用 focused harness + targeted invariant repair；zero-pass/大范围失败优先 agentic debug 或 pass@k；最后再判 finetune。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_sdram_controller/reports/1.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_sdram_controller/reports/1.txt,
cvdp_copilot_secure_read_write_register_bank_0001,cid003,medium,functional,功能语义失败,True,False,True,True,0,1,1,0,1,1,0.00,False,agentic_or_passk,较难,"assert LogicArray('00000010', Range(7, 'downto', 0)) == 0",按近似程度分层：near-miss 用 focused harness + targeted invariant repair；zero-pass/大范围失败优先 agentic debug 或 pass@k；最后再判 finetune。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_secure_read_write_register_bank/reports/1.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_secure_read_write_register_bank/reports/1.txt,
cvdp_copilot_secure_variable_timer_0001,cid002,easy,functional,功能语义失败,True,False,True,True,0,1,1,0,1,1,0.00,False,agentic_or_passk,较难,"assert LogicArray('0000', Range(3, 'downto', 0)) == 6",按近似程度分层：near-miss 用 focused harness + targeted invariant repair；zero-pass/大范围失败优先 agentic debug 或 pass@k；最后再判 finetune。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_secure_variable_timer/reports/1.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_secure_variable_timer/reports/1.txt,
cvdp_copilot_sequencial_binary_to_one_hot_decoder_0001,cid003,easy,compile_elab,编译/展开失败,True,False,False,False,0,1,1,0,1,1,0.00,False,compile_repair,高可补救,"subprocess.CalledProcessError: Command '['iverilog', '-o', '/code/rundir/sim_build/sim.vvp', '-s', 'binary_to_one_hot_decoder_sequential', '-g2012', '-f', '/code/rundir/sim_build/cmds.f', '/code/rtl/binary_to_one_hot_decoder_sequential.v']' returned non-zero exit status 1.",优先自动补救：做 compile/elab-only repair，向模型提供 iverilog 命令、顶层名、参数化实例和首个报错；这类通常比语义失败更可救。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_sequencial_binary_to_one_hot_decoder/reports/1.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_sequencial_binary_to_one_hot_decoder/reports/1.txt,
cvdp_copilot_serial_in_parallel_out_0011,cid004,medium,compile_elab,编译/展开失败,True,False,True,True,0,10,10,0,10,10,0.00,False,compile_repair,高可补救,"subprocess.CalledProcessError: Command '['iverilog', '-o', '/code/rundir/sim_build/sim.vvp', '-s', 'sipo_top', '-g2012', '-Psipo_top.DATA_WIDTH=4', '-Psipo_top.SHIFT_DIRECTION=0', '-Psipo_top.CODE_WIDTH=7', '-f', '/code/rundir/sim_build/cmds.f', '/code/rtl/serial_in_parallel_out_",优先自动补救：做 compile/elab-only repair，向模型提供 iverilog 命令、顶层名、参数化实例和首个报错；这类通常比语义失败更可救。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_serial_in_parallel_out/reports/11.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_serial_in_parallel_out/reports/11.txt,
cvdp_copilot_serial_in_parallel_out_0014,cid004,medium,functional,功能语义失败,True,False,True,True,0,18,18,0,18,18,0.00,False,agentic_or_passk,较难,TESTS=1 PASS=0 FAIL=1 SKIP=0,按近似程度分层：near-miss 用 focused harness + targeted invariant repair；zero-pass/大范围失败优先 agentic debug 或 pass@k；最后再判 finetune。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_serial_in_parallel_out/reports/14.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_serial_in_parallel_out/reports/14.txt,
cvdp_copilot_sigma_delta_audio_0007,cid007,easy,functional,功能语义失败,True,False,True,True,10,1,11,10,1,11,0.91,False,near_miss_repair,高可补救,"assert subprocess.run(cmd, shell=True).returncode == 0, ""Linting return errors.""",按近似程度分层：near-miss 用 focused harness + targeted invariant repair；zero-pass/大范围失败优先 agentic debug 或 pass@k；最后再判 finetune。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_sigma_delta_audio/reports/7_lint.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_sigma_delta_audio/reports/7_lint.txt,
cvdp_copilot_simple_spi_0001,cid002,medium,functional,功能语义失败,True,False,True,True,0,1,1,0,1,1,0.00,False,agentic_or_passk,较难,"assert LogicArray('00', Range(1, 'downto', 0)) == 1",按近似程度分层：near-miss 用 focused harness + targeted invariant repair；zero-pass/大范围失败优先 agentic debug 或 pass@k；最后再判 finetune。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_simple_spi/reports/1.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_simple_spi/reports/1.txt,
cvdp_copilot_skid_buffer_0001,cid002,medium,functional,功能语义失败,True,False,True,True,0,1,1,0,1,1,0.00,False,agentic_or_passk,较难,TESTS=1 PASS=0 FAIL=1 SKIP=0,按近似程度分层：near-miss 用 focused harness + targeted invariant repair；zero-pass/大范围失败优先 agentic debug 或 pass@k；最后再判 finetune。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_skid_buffer/reports/1.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_skid_buffer/reports/1.txt,
cvdp_copilot_sobel_filter_0011,cid016,easy,functional,功能语义失败,True,False,True,True,0,1,1,0,1,1,0.00,False,agentic_or_passk,较难,assert 1 == 9,按近似程度分层：near-miss 用 focused harness + targeted invariant repair；zero-pass/大范围失败优先 agentic debug 或 pass@k；最后再判 finetune。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_sobel_filter/reports/11.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_sobel_filter/reports/11.txt,
cvdp_copilot_sorter_0003,cid004,medium,docker_timeout,仿真非终止/超时,True,False,True,True,0,0,0,0,0,0,,True,agentic_debug,中等可补救,entered cocotb/pytest then timed out without completing current test,优先 agentic/debug：先定位 RTL 状态机/ready-valid/循环终止条件；不建议简单延长 timeout。可对少量 case 做 thinking/pass@k ablation。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_sorter/reports/3.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_sorter/reports/3.txt,Timed out after 600s
cvdp_copilot_sorter_0009,cid002,easy,functional,功能语义失败,True,False,True,True,51,34,85,51,34,85,0.60,False,semantic_repair_or_passk,中等可补救,assert 13 == 10,按近似程度分层：near-miss 用 focused harness + targeted invariant repair；zero-pass/大范围失败优先 agentic debug 或 pass@k；最后再判 finetune。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_sorter/reports/9.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_sorter/reports/9.txt,
cvdp_copilot_sorter_0031,cid002,medium,functional,功能语义失败,True,False,True,True,0,26,26,21,109,130,0.16,False,semantic_repair_or_passk,中等可补救,assert 55 == 53,按近似程度分层：near-miss 用 focused harness + targeted invariant repair；zero-pass/大范围失败优先 agentic debug 或 pass@k；最后再判 finetune。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_sorter/reports/31_repair_1.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_sorter/reports/31_repair_1.txt,
cvdp_copilot_sorter_0057,cid007,easy,functional_and_synth_optimization,功能+综合优化失败,True,False,True,True,34,1,35,34,1,35,0.97,False,split_functional_synth,中等可补救,"assert error == 0, ""Error to remove previous synth log.""",拆开处理：先确认功能剩余失败，再单独给综合优化目标和 Yosys diff 做 repair；不要把 synth 优化失败混入功能能力判断。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_sorter/reports/57_synth.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_sorter/reports/57_synth.txt,
cvdp_copilot_sorter_0059,cid007,easy,docker_timeout,仿真非终止/超时,True,False,True,True,1,0,1,1,0,1,1.00,True,agentic_debug,中等可补救,entered cocotb/pytest then timed out without completing current test,优先 agentic/debug：先定位 RTL 状态机/ready-valid/循环终止条件；不建议简单延长 timeout。可对少量 case 做 thinking/pass@k ablation。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_sorter/reports/59_sanity.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_sorter/reports/59_sanity.txt,Timed out after 600s
cvdp_copilot_sprite_0004,cid002,medium,functional,功能语义失败,True,False,True,True,0,50,50,0,50,50,0.00,False,agentic_or_passk,较难,assert 1 == 0,按近似程度分层：near-miss 用 focused harness + targeted invariant repair；zero-pass/大范围失败优先 agentic debug 或 pass@k；最后再判 finetune。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_sprite/reports/4.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_sprite/reports/4.txt,
cvdp_copilot_static_branch_predict_0001,cid003,medium,functional,功能语义失败,True,False,True,True,0,1,1,0,1,1,0.00,False,agentic_or_passk,较难,TESTS=1 PASS=0 FAIL=1 SKIP=0,按近似程度分层：near-miss 用 focused harness + targeted invariant repair；zero-pass/大范围失败优先 agentic debug 或 pass@k；最后再判 finetune。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_static_branch_predict/reports/1.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_static_branch_predict/reports/1.txt,
cvdp_copilot_static_branch_predict_0014,cid002,medium,functional,功能语义失败,True,False,True,True,0,1,1,0,1,1,0.00,False,agentic_or_passk,较难,assert Logic('1') == 0,按近似程度分层：near-miss 用 focused harness + targeted invariant repair；zero-pass/大范围失败优先 agentic debug 或 pass@k；最后再判 finetune。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_static_branch_predict/reports/14.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_static_branch_predict/reports/14.txt,
cvdp_copilot_swizzler_0014,cid016,medium,functional,功能语义失败,True,False,True,True,1,8,9,1,8,9,0.11,False,semantic_repair_or_passk,中等可补救,assert 85 == 170,按近似程度分层：near-miss 用 focused harness + targeted invariant repair；zero-pass/大范围失败优先 agentic debug 或 pass@k；最后再判 finetune。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_swizzler/reports/14.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_swizzler/reports/14.txt,
cvdp_copilot_sync_lifo_0001,cid003,medium,functional,功能语义失败,True,False,True,True,0,5,5,0,5,5,0.00,False,agentic_or_passk,较难,TESTS=1 PASS=0 FAIL=1 SKIP=0,按近似程度分层：near-miss 用 focused harness + targeted invariant repair；zero-pass/大范围失败优先 agentic debug 或 pass@k；最后再判 finetune。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_sync_lifo/reports/1.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_sync_lifo/reports/1.txt,
cvdp_copilot_sync_serial_communication_0001,cid003,medium,compile_elab,编译/展开失败,True,False,True,True,0,20,20,0,20,20,0.00,False,compile_repair,高可补救,"subprocess.CalledProcessError: Command '['iverilog', '-o', '/code/rundir/sim_build/sim.vvp', '-s', 'sync_serial_communication_tx_rx', '-g2012', '-f', '/code/rundir/sim_build/cmds.f', '/code/rtl/sync_serial_communication_top.sv']' returned non-zero exit status 1.",优先自动补救：做 compile/elab-only repair，向模型提供 iverilog 命令、顶层名、参数化实例和首个报错；这类通常比语义失败更可救。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_sync_serial_communication/reports/1.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_sync_serial_communication/reports/1.txt,
cvdp_copilot_sync_serial_communication_0014,cid004,easy,functional,功能语义失败,True,False,True,True,0,20,20,0,20,20,0.00,False,agentic_or_passk,较难,assert Logic('1') == 0,按近似程度分层：near-miss 用 focused harness + targeted invariant repair；zero-pass/大范围失败优先 agentic debug 或 pass@k；最后再判 finetune。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_sync_serial_communication/reports/14.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_sync_serial_communication/reports/14.txt,
cvdp_copilot_sync_serial_communication_0052,cid007,medium,functional_and_synth_optimization,功能+综合优化失败,True,False,True,True,16,5,21,16,5,21,0.76,False,split_functional_synth,中等可补救,"assert 2183 == LogicArray('0000000000000000000000000000000000000000000000000000100010000110', Range(63, 'downto', 0))",拆开处理：先确认功能剩余失败，再单独给综合优化目标和 Yosys diff 做 repair；不要把 synth 优化失败混入功能能力判断。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_sync_serial_communication/reports/52_sanity.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_sync_serial_communication/reports/52_sanity.txt;/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_sync_serial_communication/reports/52_synth.txt,
cvdp_copilot_ttc_lite_0001,cid003,medium,functional,功能语义失败,True,False,True,True,0,1,1,0,1,1,0.00,False,agentic_or_passk,较难,assert 0 == 10,按近似程度分层：near-miss 用 focused harness + targeted invariant repair；zero-pass/大范围失败优先 agentic debug 或 pass@k；最后再判 finetune。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_ttc_lite/reports/1.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_ttc_lite/reports/1.txt,
cvdp_copilot_vending_machine_0001,cid003,medium,functional,功能语义失败,True,False,True,True,0,10,10,0,10,10,0.00,False,agentic_or_passk,较难,assert Logic('1') == 0,按近似程度分层：near-miss 用 focused harness + targeted invariant repair；zero-pass/大范围失败优先 agentic debug 或 pass@k；最后再判 finetune。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_vending_machine/reports/1.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_vending_machine/reports/1.txt,
cvdp_copilot_virtual2physical_tlb_0001,cid002,medium,functional,功能语义失败,True,False,True,True,0,10,10,0,10,10,0.00,False,agentic_or_passk,较难,assert 0 == 1,按近似程度分层：near-miss 用 focused harness + targeted invariant repair；zero-pass/大范围失败优先 agentic debug 或 pass@k；最后再判 finetune。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_virtual2physical_tlb/reports/1.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_virtual2physical_tlb/reports/1.txt,
cvdp_copilot_wb2ahb_0001,cid003,medium,functional,功能语义失败,True,False,True,True,0,1,1,0,1,1,0.00,False,agentic_or_passk,较难,assert Logic('0') == 1,按近似程度分层：near-miss 用 focused harness + targeted invariant repair；zero-pass/大范围失败优先 agentic debug 或 pass@k；最后再判 finetune。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_wb2ahb/reports/1.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_wb2ahb/reports/1.txt,
